product_code;kebutuhan;created_at
706-GLM;0;20241
706-BTN;0;20241
706-BTA;0;20241
706-PPK-3;8000;20241
706-PES;0;20241
706-BHK;0;20241
706-MBK;0;20241
706-MJM;0;20241
706-BMM;0;20241
706-BFG;0;20241
706-MTN;0;20241
706-ABM;0;20241
706-HER;0;20241
706-ICR;0;20241
706-INM;0;20241
706-PPK-4;10000;20241
706-PPK-5;4000;20241
706-BJV;0;20241
706-BCV;0;20241
706-BKP;0;20241
706-BKA;0;20241
706-BKU;0;20241
706-BSA;0;20241
706-BML;0;20241
706-BRS;0;20241
706-TRA;0;20241
706-PPU-1;2;20241
706-PPU-2;2;20241
706-ZIP;0;20241
706-PKK;1;20241
706-FUN;0;20241
706-FUR;0;20241
706-BKI;1000;20241
706-BKH;0;20241
706-BSY;0;20241
706-AMP;0;20241
706-GUN;0;20241
706-CUP;5;20241
706-BBG;2500;20241
706-BBB;1500;20241
706-BLD;50;20241
706-ZPT;2;20241
706-BPS;8000;20241
706-BPP;6000;20241
706-SEL;50;20241
706-BUJ;2000;20241
706-BAL;1000;20241
706-BKM;1000;20241
706-BMG;2000;20241
706-AOL;1000;20241
706-TRI;100;20241
706-BEE;250;20241
706-BPI;2000;20241
706-BJU;2000;20241
