rencana_id;product_code;stok;kebutuhan;created_at;updated_at
1;706-BBC-1;0;20;01/01/2021;01/01/2021
1;706-BBS-1;0;100;01/01/2021;01/01/2021
1;706-BTT-2;0;25;01/01/2021;01/01/2021
1;706-BCB-2;0;25;01/01/2021;01/01/2021
1;706-BJG-1;0;250;01/01/2021;01/01/2021
1;706-BKM-1;0;250;01/01/2021;01/01/2021
1;706-TSP;0;1000;01/01/2021;01/01/2021
1;706-PPK-1;0;1;01/01/2021;01/01/2021
1;706-BTT-3;0;1;01/01/2021;01/01/2021
1;706-BTT-4;0;1;01/01/2021;01/01/2021
1;706-BJG-2;0;1;01/01/2021;01/01/2021
1;706-TNH-1;0;1;01/01/2021;01/01/2021
1;706-CCP;0;1;01/01/2021;01/01/2021
1;706-SKB;0;1;01/01/2021;01/01/2021
1;706-PPK-2;0;700;01/01/2021;01/01/2021
1;706-PPK-3;0;400;01/01/2021;01/01/2021
1;706-TOB;0;1;01/01/2021;01/01/2021
1;706-PPK-4;0;0;01/01/2021;01/01/2021
1;706-TNH-2;0;0;01/01/2021;01/01/2021
1;706-KAF;0;0;01/01/2021;01/01/2021
1;706-FSW;0;0;01/01/2021;01/01/2021
1;706-LFX;0;0;01/01/2021;01/01/2021
1;706-MDM;0;0;01/01/2021;01/01/2021
1;706-AGR;0;0;01/01/2021;01/01/2021
1;706-DPX;0;0;01/01/2021;01/01/2021
1;706-PLS-1;0;0;01/01/2021;01/01/2021
1;706-BTN-1;0;0;01/01/2021;01/01/2021
1;706-BTN-2;0;0;01/01/2021;01/01/2021
1;706-BTN-3;0;0;01/01/2021;01/01/2021
1;706-KRS-1;0;0;01/01/2021;01/01/2021
1;706-AGR-2;0;0;01/01/2021;01/01/2021
1;706-AGR-3;0;0;01/01/2021;01/01/2021
1;706-ARG-1;0;0;01/01/2021;01/01/2021
1;706-ALK-2;0;0;01/01/2021;01/01/2021
1;706-HNO;0;0;01/01/2021;01/01/2021
1;706-BFR-1;0;0;01/01/2021;01/01/2021
1;706-BFR-2;0;0;01/01/2021;01/01/2021
1;706-DXT;0;0;01/01/2021;01/01/2021
1;706-SPR;0;0;01/01/2021;01/01/2021
1;706-PPK-5;0;0;01/01/2021;01/01/2021
1;706-CLX;0;0;01/01/2021;01/01/2021
1;706-MNA;0;0;01/01/2021;01/01/2021
1;706-KAM;0;0;01/01/2021;01/01/2021
1;706-FEE;0;0;01/01/2021;01/01/2021
1;706-MKP;0;0;01/01/2021;01/01/2021
1;706-AMS;0;0;01/01/2021;01/01/2021
1;706-MGS;0;0;01/01/2021;01/01/2021
1;706-CUS;0;0;01/01/2021;01/01/2021
1;706-ZNS;0;0;01/01/2021;01/01/2021
1;706-ASB;0;0;01/01/2021;01/01/2021
1;706-AHM;0;0;01/01/2021;01/01/2021
1;706-PRP;0;0;01/01/2021;01/01/2021
1;706-SLG;0;0;01/01/2021;01/01/2021
1;706-LNL;0;0;01/01/2021;01/01/2021
1;706-VSL;0;0;01/01/2021;01/01/2021
1;706-IAA;0;0;01/01/2021;01/01/2021
1;706-GA3;0;0;01/01/2021;01/01/2021
1;706-AAS;0;0;01/01/2021;01/01/2021
1;706-NAA;0;0;01/01/2021;01/01/2021
1;706-PPM;0;0;01/01/2021;01/01/2021
1;706-NMH;0;0;01/01/2021;01/01/2021
1;706-ARG-2;0;0;01/01/2021;01/01/2021
1;706-BAG;0;0;01/01/2021;01/01/2021
1;706-FAT;0;0;01/01/2021;01/01/2021
1;706-SUC;0;0;01/01/2021;01/01/2021
1;706-IBA;0;0;01/01/2021;01/01/2021
1;706-KCL;0;0;01/01/2021;01/01/2021
1;706-AAG;0;0;01/01/2021;01/01/2021
1;706-AAT;0;0;01/01/2021;01/01/2021
1;706-PAC;0;0;01/01/2021;01/01/2021
1;706-CAM;0;0;01/01/2021;01/01/2021
1;706-TKL;0;0;01/01/2021;01/01/2021
1;706-KOH;0;0;01/01/2021;01/01/2021
1;706-BSS;0;0;01/01/2021;01/01/2021
1;706-BBG;0;0;01/01/2021;01/01/2021
1;706-UBI;0;0;01/01/2021;01/01/2021
1;706-PTT;0;0;01/01/2021;01/01/2021
1;706-BBR-1;0;0;01/01/2021;01/01/2021
1;706-PLS-2;0;0;01/01/2021;01/01/2021
1;706-BBK;0;0;01/01/2021;01/01/2021
1;706-BBT;0;0;01/01/2021;01/01/2021
1;706-POL-1;0;0;01/01/2021;01/01/2021
1;706-BBR-2;0;0;01/01/2021;01/01/2021
1;706-PFT;0;0;01/01/2021;01/01/2021
1;706-PDS;0;0;01/01/2021;01/01/2021
1;706-KRG;0;0;01/01/2021;01/01/2021
1;706-GLM;0;0;01/01/2021;01/01/2021
1;706-ALK-3;0;0;01/01/2021;01/01/2021
1;706-BTM;0;0;01/01/2021;01/01/2021
1;706-BHT;0;0;01/01/2021;01/01/2021
1;706-PPK-6;0;25000;01/01/2021;01/01/2021
1;706-PPK-7;0;0;01/01/2021;01/01/2021
1;706-PPK-8;0;0;01/01/2021;01/01/2021
1;706-BHK;0;0;01/01/2021;01/01/2021
1;706-ATK;0;0;01/01/2021;01/01/2021
1;706-MBK;0;0;01/01/2021;01/01/2021
1;706-MJM;0;0;01/01/2021;01/01/2021
1;706-BMM;0;0;01/01/2021;01/01/2021
1;706-BFG;0;0;01/01/2021;01/01/2021
